Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,2966.06830432055
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,22145.2643088909
Pre-demographic dividend,PRE,GDP per capita (current US$),NY.GDP.PCAP.CD,1416.33353040951
Puerto Rico (US),PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,36948.4036416846
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,27386.2920595024
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,6299.99026533643
West Bank and Gaza,PSE,GDP per capita (current US$),NY.GDP.PCAP.CD,3455.02852911712
Pacific island small states,PSS,GDP per capita (current US$),NY.GDP.PCAP.CD,4153.19706628517
Post-demographic dividend,PST,GDP per capita (current US$),NY.GDP.PCAP.CD,53961.341810452
French Polynesia,PYF,GDP per capita (current US$),NY.GDP.PCAP.CD,22774.1418988734
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,80195.8746508549
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,18404.2730871704
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,14159.3876953125
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,1027.03446804432
South Asia,SAS,GDP per capita (current US$),NY.GDP.PCAP.CD,2532.37560051691
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,36156.848337701
Sudan,SDN,GDP per capita (current US$),NY.GDP.PCAP.CD,797.283447265625
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,1698.03387300843
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,85412.230345235
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,2076.10768772563
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,757.848680560444
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,5365.44491399171
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,54264.570495898
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,597.458854603043
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,12281.5058488303
Sub-Saharan Africa (excluding high income),SSA,GDP per capita (current US$),NY.GDP.PCAP.CD,1614.13902501696
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,1080.14718624765
Sub-Saharan Africa,SSF,GDP per capita (current US$),NY.GDP.PCAP.CD,1580.78792757309
Small states,SST,GDP per capita (current US$),NY.GDP.PCAP.CD,14222.966048012
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,2940.93352926715
